name,selling_price,km_driven,fuel,transmission,owner,mileage,engine,torque,seats,max_power_hp,car_age,predicted_price,Make,Model
Honda Amaze S i-VTEC,690000,1303,3.0,0,1,17.8,1198,109.0,5.0,86.7,5,690000.0,8,11
Lexus ES 300h,5150000,20000,3.0,1,1,22.37,2487,202.0,5.0,214.56,5,5150000.0,15,45
Toyota Yaris V BSIV,1000000,4295,3.0,0,1,17.1,1496,140.0,5.0,105.5,6,1000000.0,24,143
Toyota Yaris V BSIV,1000000,5229,3.0,0,1,17.1,1496,140.0,5.0,105.5,6,1000000.0,24,143
Toyota Camry 2.5 Hybrid,2000000,68089,3.0,1,1,19.16,2494,213.0,5.0,157.7,8,2000000.0,24,27
Maruti Ciaz 1.3 Alpha,925000,23712,2.0,0,1,28.09,1248,200.0,5.0,88.5,6,925000.0,17,31
Honda Jazz VX,550000,56494,3.0,0,1,18.2,1199,110.0,5.0,88.7,8,500722.2000000001,8,75
Maruti Wagon R VXI BS IV,430000,16589,3.0,0,1,20.51,998,90.0,5.0,67.04,6,430000.0,17,135
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,2.0,0,2,12.99,2494,200.0,7.0,100.6,11,502378.655625,24,74
Honda City i VTEC V,675000,53201,3.0,0,2,17.8,1497,145.0,5.0,117.3,8,586589.85,8,32
Maruti Baleno Delta,570000,25272,3.0,0,1,21.01,1197,113.0,5.0,81.8,7,570000.0,17,20
Maruti Vitara Brezza ZDi Plus,850000,53619,2.0,0,1,24.3,1248,200.0,5.0,88.5,7,801983.1600000003,17,133
Honda Amaze V CVT Petrol BSIV,779000,7032,3.0,1,1,19.0,1199,110.0,5.0,88.76,5,779000.0,8,11
Ford Ecosport 1.5 Petrol Ambiente,640000,6001,3.0,0,1,15.9,1496,149.0,5.0,120.69,6,640000.0,7,47
Tata Indigo CS LS (TDI) BS-III,250000,80000,2.0,0,1,19.09,1405,135.0,5.0,69.01,11,185644.25000000006,23,73
Renault Duster 110PS Diesel RxZ,1250000,12000,2.0,0,1,19.6,1461,245.0,5.0,108.45,6,1092025.0000000002,21,41
Ford EcoSport 1.5 Petrol Titanium BSIV,889000,25000,3.0,0,1,17.0,1497,150.0,5.0,121.31,7,889000.0,7,46
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,750000,40000,2.0,0,2,22.54,1396,219.7,5.0,88.73,7,750000.0,9,148
Skoda Yeti Ambition 4WD,600000,202000,2.0,0,1,17.67,1968,320.0,5.0,138.08,13,384789.9,22,144
Maruti Ciaz S 1.3,1000000,40000,2.0,0,1,28.09,1248,200.0,5.0,88.5,6,1000000.0,17,31
Maruti Zen Estilo LXI BS IV,165000,60000,3.0,0,1,19.0,998,90.0,5.0,67.1,15,118655.988,17,145
Maruti Alto LXI,118000,60000,3.0,0,2,19.7,796,62.0,5.0,46.3,20,80999.87280000001,17,10
Renault Duster 85PS Diesel RxL Optional,585000,80000,2.0,0,2,20.46,1461,200.0,5.0,83.8,11,497594.0970000001,21,41
Maruti Alto LXi,120000,120000,3.0,0,4,19.7,796,62.0,5.0,46.3,18,70605.21600000001,17,10
Maruti Alto LX,150000,100000,3.0,0,2,19.7,796,62.0,5.0,46.3,18,102965.94,17,10
Maruti Alto Std,150000,70000,3.0,0,4,19.7,796,62.0,5.0,46.3,15,88256.52,17,10
Maruti Ertiga VDI,599000,60000,2.0,0,2,20.77,1248,200.0,7.0,88.76,11,534977.44839,17,53
Chevrolet Cruze LTZ,250000,135000,2.0,0,3,18.3,1991,327.0,5.0,147.9,14,138466.0625,3,39
Maruti Swift VXI Optional,570000,90000,3.0,0,1,20.4,1197,113.0,5.0,81.8,8,570000.0,17,122
Volkswagen Polo Diesel Highline 1.2L,440000,75000,2.0,0,2,22.07,1199,180.0,5.0,73.9,11,374258.808,25,97
Toyota Innova 2.5 E Diesel MS 7-seater,300000,185000,2.0,0,2,11.4,2494,200.0,7.0,100.6,19,200951.46225,24,74
Ford Fiesta Classic 1.6 Duratec LXI,256000,90000,3.0,0,2,15.3,1596,146.0,5.0,99.6,12,181458.81600000002,7,56
Toyota Fortuner 4x4 MT,1888000,120000,2.0,0,2,12.55,2982,343.0,7.0,168.5,9,1339045.9790400001,24,59
Hyundai Santro Xing GLS LPG,250000,100000,1.0,0,2,13.45,1086,96.1,5.0,62.1,13,152770.11750000002,9,113
Tata Safari Storme LX,900000,120000,2.0,0,1,14.1,2179,320.0,5.0,147.94,8,636868.9800000001,23,110
Maruti Zen Estilo VXI BSIV,190000,60000,3.0,0,1,19.0,998,90.0,5.0,67.1,10,144671.472,17,145
Mahindra Xylo D2 BS III,400000,110000,2.0,0,1,14.95,2489,218.0,7.0,93.7,9,297205.52400000003,16,142
Tata New Safari Dicor VX 4X2 BS IV,150000,90000,2.0,0,2,13.93,2179,320.0,7.0,138.1,15,100475.731125,23,89
Hyundai i10 Asta,215000,70000,3.0,0,2,20.36,1197,111.8,5.0,78.9,16,211751.69400000005,9,147
Renault Duster 110PS Diesel RxL,520000,126000,2.0,0,2,19.01,1461,248.0,5.0,108.45,11,368588.22,21,41
Maruti Swift Dzire VXI,515000,45000,3.0,0,2,20.85,1197,115.0,5.0,83.14,9,515000.0,17,122
Nissan Sunny Diesel XL,295000,70000,2.0,0,2,21.64,1461,200.0,5.0,84.8,12,250923.51900000006,20,120
Nissan Terrano XL 85 PS,700000,80000,2.0,0,2,20.45,1461,200.0,5.0,83.8,9,630435.9600000001,20,125
Hyundai EON 1.0 Era Plus,300000,60000,3.0,0,1,20.3,998,94.14,5.0,68.05,7,274114.368,9,44
Maruti Swift VXI,450000,41800,3.0,0,1,18.6,1197,114.0,5.0,85.8,11,450000.0,17,122
Maruti Swift Dzire VDI,700000,50000,2.0,0,2,28.4,1248,190.0,5.0,74.02,7,700000.0,17,122
Hyundai i10 Era,210000,110000,3.0,0,2,19.81,1086,99.04,5.0,68.05,13,172356.03000000003,9,147
Honda Amaze S i-Dtech,420000,100000,2.0,0,2,25.8,1498,200.0,5.0,98.6,10,378261.57600000006,8,11
Maruti Alto LXi,130000,88700,3.0,0,3,19.7,796,62.0,5.0,46.3,17,80738.37200000002,17,10
Nissan Sunny XL,320000,70000,3.0,0,2,16.95,1498,134.0,5.0,97.7,12,262637.76,20,120
Maruti Alto 800 LXI,310000,15000,3.0,0,1,22.74,796,69.0,5.0,47.3,8,310000.0,17,10
Maruti Ritz VXi,350000,50000,3.0,0,1,18.5,1197,114.0,5.0,85.8,10,350000.0,17,105
Hyundai EON Sportz,444000,15000,3.0,0,1,21.1,814,74.5,5.0,55.2,6,444000.0,9,44
Datsun RediGO T,300000,25000,3.0,0,1,22.7,799,72.0,5.0,53.64,7,300000.0,4,104
Mahindra Verito 1.5 D4 BSIII,225000,57000,2.0,0,2,21.0,1461,160.0,5.0,64.1,13,191382.345,16,131
Mahindra Bolero 2011-2019 ZLX,600000,75000,2.0,0,1,15.96,2523,195.0,7.0,62.1,12,467823.51000000007,16,22
Hyundai Xcent 1.1 CRDi S Option,375000,160000,2.0,0,1,24.4,1120,180.4,5.0,71.01,9,353816.10000000003,9,140
Maruti Alto LXi BSIII,150000,120000,3.0,0,2,19.7,796,62.0,5.0,46.3,14,102965.94,17,10
Maruti Alto LXi,110000,50000,3.0,0,2,19.7,796,62.0,5.0,46.3,10,88833.36000000002,17,10
Maruti Alto LX,225000,40000,3.0,0,1,19.7,796,62.0,5.0,46.3,12,190357.20000000007,17,10
Honda City i VTEC V,860000,28000,3.0,0,1,17.8,1497,145.0,5.0,117.3,7,860000.0,8,32
Maruti Swift Dzire LDI,650000,50000,2.0,0,1,28.4,1248,190.0,5.0,74.02,6,650000.0,17,122
Maruti Ertiga ZDI,650000,90000,2.0,0,1,20.77,1248,200.0,7.0,88.8,10,643945.3020000001,17,53
Hyundai Verna 1.4 CRDi,710000,40000,2.0,0,1,24.8,1396,219.7,5.0,88.7,8,710000.0,9,132
Chevrolet Beat Diesel LT Option,140000,70000,2.0,0,4,25.44,936,150.0,5.0,57.6,13,85368.12480000002,3,21
Toyota Corolla Altis JS MT,1100000,50000,3.0,0,1,14.28,1798,173.0,5.0,138.03,9,864883.8000000002,24,36
Jaguar XF 2.2 Litre Luxury,2450000,60000,2.0,1,1,16.36,2179,450.0,5.0,187.7,11,2106573.7000000007,11,136
Volkswagen Ameo 1.5 TDI Comfortline AT,625000,34000,2.0,1,1,22.0,1498,250.0,5.0,108.495,7,625000.0,25,12
Maruti Wagon R LXI,130000,140000,3.0,0,2,18.9,998,90.0,5.0,67.1,19,89237.14800000002,17,135
Honda City Corporate Edition,540000,100000,3.0,0,2,16.8,1497,146.0,5.0,116.3,12,443201.2200000001,8,32
Hyundai Grand i10 1.2 Kappa Sportz AT,550000,10000,3.0,1,1,18.9,1197,113.75,5.0,81.86,7,550000.0,9,66
Maruti Celerio ZXI Optional,475000,30000,3.0,0,1,21.63,998,90.0,5.0,67.04,6,475000.0,17,30
Audi Q3 2.0 TDI Quattro Premium Plus,2825000,22000,2.0,1,1,15.73,1968,380.0,5.0,174.33,7,2467976.5,1,100
Toyota Innova Crysta 2.8 GX AT 8S BSIV,1800000,20000,2.0,1,1,11.36,2755,360.0,8.0,171.5,6,1720663.5600000005,24,74
Force Gurkha Hard Top BS3 4WD,910000,20000,2.0,0,1,17.0,2596,230.0,5.0,80.8,6,794994.2000000002,6,68
Maruti Celerio VXI,484999,4875,3.0,0,1,21.63,998,90.0,5.0,67.04,5,484999.0,17,30
Hyundai Creta 1.6 CRDi AT SX Plus,1950000,2700,2.0,1,1,17.01,1582,259.9,5.0,126.2,4,1950000.0,9,37
Maruti Vitara Brezza ZDi,950000,58511,2.0,0,1,24.3,1248,200.0,5.0,88.5,6,896334.1200000001,17,133
Tata Nexon 1.5 Revotorq XZ Plus,919999,26766,2.0,0,1,21.5,1497,260.0,5.0,108.5,7,919999.0,23,90
Maruti Swift VXI Optional,600000,24522,3.0,0,1,20.4,1197,113.0,5.0,81.8,7,600000.0,17,122
Maruti Vitara Brezza ZDi Plus,839000,63000,2.0,0,1,24.3,1248,200.0,5.0,88.5,8,791604.5544000001,17,133
Honda City i DTEC E,650000,80000,2.0,0,1,26.0,1498,200.0,5.0,98.6,9,613281.2400000001,8,32
Maruti Alto K10 LXI,265000,54000,3.0,0,1,23.95,998,90.0,5.0,67.05,9,242134.35840000003,17,10
Maruti Ertiga VDI,625000,160000,2.0,0,3,20.77,1248,200.0,7.0,88.76,11,505036.74375,17,53
Volkswagen Polo GT TDI,425000,80000,2.0,0,2,15.11,1598,250.0,5.0,103.6,10,275474.5875,25,97
Tata Indigo CS LX (TDI) BS-III,250000,80000,2.0,0,2,19.09,1405,135.0,5.0,69.01,9,187629.75000000003,23,73
Mahindra Bolero 2011-2019 Plus AC,459999,156975,2.0,0,1,15.96,2523,195.0,9.0,62.1,9,379761.78842910007,16,22
Toyota Corolla Altis 1.4 DGL,1594000,5000,2.0,0,1,21.43,1364,205.0,5.0,86.79,7,1594000.0,24,36
Chevrolet Sail 1.2 LS ABS,300000,50000,3.0,0,1,18.2,1199,108.5,5.0,82.4,10,300000.0,3,111
Ford EcoSport 1.5 TDCi Titanium BSIV,950000,27620,2.0,0,1,22.77,1498,205.0,5.0,98.59,6,950000.0,7,46
Hyundai i20 Active 1.2 S,500000,58000,3.0,0,1,17.19,1197,114.73,5.0,81.86,9,455202.0000000002,9,148
Nissan Sunny XV,350000,50000,3.0,0,1,16.95,1498,134.0,5.0,97.7,12,350000.0,20,120
Maruti Ignis 1.2 AMT Alpha BSIV,550000,40000,3.0,1,1,20.89,1197,113.0,5.0,81.8,7,550000.0,17,71
Honda WR-V i-VTEC VX,850000,7800,3.0,0,1,17.5,1199,110.0,5.0,88.7,6,850000.0,8,134
Maruti Alto 800 LXI,240000,50000,3.0,0,1,22.74,796,69.0,5.0,47.3,8,240000.0,17,10
Maruti Ertiga VXI,423000,60000,3.0,0,2,16.02,1373,130.0,7.0,93.7,9,385976.1213000002,17,53
Tata New Safari DICOR 2.2 VX 4x2 BS IV,350000,58000,2.0,0,2,13.93,2179,320.0,7.0,138.1,13,234443.37262500005,23,89
Maruti A-Star Vxi,170000,70000,3.0,0,3,19.0,998,90.0,5.0,66.1,13,105580.948,17,4
Ford Figo Aspire 1.2 Ti-VCT Titanium Plus,450000,70000,3.0,0,1,18.16,1196,112.0,5.0,86.8,9,409681.80000000016,7,57
Hyundai i10 Magna,150000,110000,3.0,0,2,20.36,1197,111.7,5.0,78.9,15,147733.74000000002,9,147
Hyundai i20 Sportz 1.4 CRDi,511000,80000,2.0,0,1,22.54,1396,219.7,5.0,88.73,8,482133.4056000001,9,148
Maruti Ertiga 1.5 VDI,850000,59000,2.0,0,1,24.2,1498,225.0,7.0,93.87,6,842082.3180000003,17,53
Maruti Celerio ZXI,420000,25000,3.0,0,1,21.63,998,90.0,5.0,67.04,4,420000.0,17,30
Maruti Alto 800 LXI,180000,55000,3.0,0,1,22.74,796,69.0,5.0,47.3,10,164468.62080000003,17,10
Nissan Micra Diesel XV Premium,204999,120000,2.0,0,1,23.08,1461,160.0,5.0,63.1,12,182673.0509076,20,86
Maruti Ciaz VDi Plus,459999,145000,2.0,0,2,26.21,1248,200.0,5.0,88.5,10,414285.58737719996,17,31
Hyundai i20 2015-2017 Magna 1.2,600000,30000,3.0,0,1,18.6,1197,114.7,5.0,81.83,7,600000.0,9,148
Hyundai Grand i10 1.2 Kappa Sportz Dual Tone,585000,8000,3.0,0,1,18.9,1197,113.75,5.0,81.86,5,585000.0,9,66
Chevrolet Tavera Neo 3 LS 9 Str BSIII,600000,80000,2.0,0,2,13.58,2499,171.0,9.0,72.4,9,425544.27300000004,3,123
Maruti Swift Dzire VDI,750000,24000,2.0,0,1,28.4,1248,190.0,5.0,74.02,5,750000.0,17,122
Hyundai Verna 1.6 SX CRDi (O),400000,138000,2.0,0,1,22.32,1582,259.8,5.0,126.32,12,307831.92,9,132
Maruti Wagon R LXI,50000,147000,3.0,0,4,18.9,998,90.0,5.0,67.1,21,29418.84,17,135
Maruti Alto 800 LXI,245000,50000,3.0,0,1,22.74,796,69.0,5.0,47.3,8,245000.0,17,10
Tata Manza Club Class Quadrajet90 VX,260000,189000,2.0,0,1,21.02,1248,200.0,5.0,88.76,11,231684.02400000003,23,85
Volkswagen Vento 1.5 TDI Highline AT,411000,90000,2.0,1,2,21.21,1498,250.0,5.0,103.2,10,411000.0,25,129
Hyundai i20 Sportz 1.4 CRDi,450000,56000,2.0,0,1,21.9,1396,219.6,5.0,88.76,10,424579.3200000001,9,148
Maruti Celerio VXI,351000,60000,3.0,0,1,23.1,998,90.0,5.0,67.04,8,320713.81056,17,30
Tata Manza Club Class Quadrajet90 VX,260000,189000,2.0,0,1,21.02,1248,200.0,5.0,88.76,11,231684.02400000003,23,85
Volkswagen Vento 1.5 TDI Highline AT,411000,90000,2.0,1,2,21.21,1498,250.0,5.0,103.2,10,411000.0,25,129
Hyundai i20 Sportz 1.4 CRDi,450000,56000,2.0,0,1,21.9,1396,219.6,5.0,88.76,10,424579.3200000001,9,148
Maruti Celerio VXI,351000,60000,3.0,0,1,23.1,998,90.0,5.0,67.04,8,320713.81056,17,30
Nissan Terrano XE 85 PS,750000,35000,2.0,0,1,20.45,1461,200.0,5.0,83.8,8,750000.0,20,125
Nissan Terrano XL 85 PS,800000,35000,2.0,0,1,20.45,1461,200.0,5.0,83.8,9,800000.0,20,125
Tata New Safari DICOR 2.2 EX 4x2,350000,156000,2.0,0,1,11.57,2179,320.0,7.0,138.1,13,245607.34275000004,23,89
Maruti Alto 800 LX,200000,90000,3.0,0,1,22.74,796,69.0,5.0,47.3,11,172590.52800000005,17,10
Nissan Terrano XL 110 PS,800000,36000,2.0,0,1,19.01,1461,248.0,5.0,108.5,8,698896.0,20,125
Hyundai EON Era Plus Sports Edition,350000,20000,3.0,0,2,21.1,814,74.5,5.0,55.2,7,339181.92000000004,9,44
Mahindra Scorpio 2.6 Turbo 9 Str,250000,185000,2.0,0,1,12.7,2609,28.3,9.0,116.6,18,175433.81625000003,16,115
Renault KWID RXT Optional,395000,10800,3.0,0,1,25.17,799,72.0,5.0,53.3,6,395000.0,21,77
Mahindra Bolero 2011-2019 SLE,450000,120000,2.0,0,1,15.96,2523,195.0,7.0,62.1,12,350867.63250000007,16,22
Maruti Ignis 1.2 Delta BSIV,500000,15000,3.0,0,1,20.89,1197,113.0,5.0,81.8,5,500000.0,17,71
Tata Hexa XM,1200000,30000,2.0,0,1,17.6,2179,400.0,7.0,153.86,7,1100761.2000000002,23,70
Maruti Alto 800 LXI,254999,30000,3.0,0,1,22.74,796,69.0,5.0,47.3,12,254999.0,17,10
Maruti Alto LXi,180000,60000,3.0,0,1,19.7,796,62.0,5.0,46.3,13,129442.89600000001,17,10
Chevrolet Optra Magnum 2.0 LT BS3,225000,120000,2.0,0,2,16.52,1991,305.0,5.0,123.7,16,137737.29374999998,3,94
Maruti Alto 800 LXI,270000,49900,3.0,0,2,22.74,796,69.0,5.0,47.3,9,261654.624,17,10
Tata Manza Aura Quadrajet BS IV,310000,86000,2.0,0,1,21.12,1248,200.0,5.0,88.8,12,276238.64400000003,23,85
Maruti Swift Dzire VXi,250000,70000,3.0,0,4,17.5,1298,114.0,5.0,85.8,16,175873.50000000006,17,122
Hyundai EON Sportz,180000,35000,3.0,0,1,21.1,814,74.5,5.0,55.2,13,180000.0,9,44
Maruti Swift Dzire VXI,550000,50000,3.0,0,1,20.85,1197,115.0,5.0,83.14,9,550000.0,17,122
Hyundai Elantra CRDi SX,900000,145000,2.0,0,1,22.7,1582,259.88,5.0,126.2,9,733364.28,9,49
Maruti Wagon R LXI DUO BSIII,170000,112000,1.0,0,2,17.3,1061,7.8,5.0,57.5,16,115426.311,17,135
Maruti Ritz VDi,475000,110000,2.0,0,1,23.2,1248,190.0,5.0,73.94,8,448167.06000000006,17,105
Hyundai Grand i10 1.2 CRDi Asta,700000,29000,2.0,0,1,24.0,1186,190.24,5.0,73.97,6,700000.0,9,66
Maruti Wagon R VXI BS IV,376000,60000,3.0,0,1,18.9,998,90.0,5.0,67.1,13,270391.82720000006,17,135
Maruti Wagon R VXI Optional,390000,80000,3.0,0,1,20.51,998,90.0,5.0,67.04,8,356348.67840000015,17,135
Mahindra Bolero 2011-2019 SLE,325000,110000,2.0,0,2,15.96,2523,195.0,7.0,62.1,12,241886.019375,16,22
Maruti Alto LXi,170000,75000,3.0,0,2,19.7,796,62.0,5.0,46.3,14,116694.732,17,10
Maruti Swift Dzire LDi,215000,120000,2.0,0,3,19.3,1248,190.0,5.0,73.9,14,137883.04750000002,17,122
Hyundai EON Magna Plus,195000,80000,3.0,0,2,21.1,814,74.5,5.0,55.2,12,160626.86640000003,9,44
Nissan Sunny Diesel XL,335000,71000,2.0,0,1,21.64,1461,200.0,5.0,84.8,10,316075.7160000001,20,120
Renault Duster 85PS Diesel RxL,484999,75000,2.0,0,1,19.87,1461,200.0,5.0,83.8,9,381334.34374200006,21,41
Maruti Ciaz Delta BSIV,650000,22000,3.0,0,2,21.56,1462,138.0,5.0,103.25,6,650000.0,17,31
Audi Q5 3.0 TDI Quattro,1850000,76131,2.0,1,1,13.22,2967,580.0,5.0,241.4,10,1515822.6600000004,1,101
Hyundai i20 1.2 Asta,700000,30000,3.0,0,2,18.6,1197,114.7,5.0,81.83,6,675906.0,9,148
Audi Q7 3.0 TDI Quattro,3000000,65000,2.0,1,1,12.07,2967,550.0,7.0,241.4,10,2580995.3400000003,1,102
Volkswagen Polo Diesel Highline 1.2L,350000,80000,2.0,0,1,22.07,1199,180.0,5.0,73.9,11,311882.34,25,97
Audi Q7 3.0 TDI Quattro Premium Plus,1850000,70000,2.0,1,1,12.07,2967,550.0,7.0,241.4,12,1503190.8045000003,1,102
Maruti Vitara Brezza VDi,750000,51777,2.0,0,1,24.3,1248,200.0,5.0,88.5,7,707632.2000000001,17,133
Honda Amaze V Petrol BSIV,600000,20000,3.0,0,1,19.5,1199,110.0,5.0,88.76,6,600000.0,8,11
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,650000,50000,2.0,0,1,22.77,1498,205.0,5.0,98.59,8,650000.0,7,46
Hyundai Creta 1.6 CRDi SX Option,822000,60000,2.0,0,1,19.67,1582,259.9,5.0,126.2,9,558171.702,9,37
Renault Duster 110PS Diesel RxL,345000,100000,2.0,0,2,19.01,1461,248.0,5.0,108.45,11,244544.1075,21,41
Maruti Wagon R Stingray VXI,300000,74537,3.0,0,2,20.51,998,90.0,5.0,67.04,10,261654.62399999998,17,135
Maruti SX4 ZXI AT,200000,90000,3.0,1,2,12.6,1586,145.0,5.0,103.3,15,147733.74,17,109
Chevrolet Beat LT,250000,23500,3.0,0,1,18.6,1199,106.5,5.0,76.8,9,250000.0,3,21
Honda City i-DTEC VX,975000,82000,2.0,0,1,25.6,1498,200.0,5.0,97.9,7,919921.8600000002,8,32
Toyota Innova 2.5 G (Diesel) 8 Seater,900000,100000,2.0,0,2,12.99,2494,200.0,8.0,100.6,10,638316.4095000002,24,74
Hyundai i20 1.2 Spotz,610000,15000,3.0,0,1,18.6,1197,114.7,5.0,81.83,6,610000.0,9,148
Datsun GO Plus T,200000,140000,3.0,0,1,19.02,1198,104.0,7.0,67.05,7,191184.84000000005,4,62
Tata Zest Quadrajet 1.3 XM,360000,110000,2.0,0,1,23.0,1248,200.0,5.0,88.7,8,339663.45600000006,23,146
Maruti Alto K10 2010-2014 VXI,252000,48000,3.0,0,1,20.92,998,90.0,5.0,67.1,12,252000.0,17,10
Maruti Swift VXI 2018,509999,70000,3.0,0,2,22.0,1197,113.0,5.0,81.8,6,509999.0,17,122
Maruti Wagon R LXI DUO BSIII,200000,40000,1.0,0,4,17.3,1061,7.8,5.0,57.5,14,136936.80000000002,17,135
Tata New Safari DICOR 2.2 LX 4x2,250000,80000,2.0,0,2,11.57,2179,320.0,7.0,138.1,17,167459.55187500003,23,89
Maruti Vitara Brezza ZDi,725000,60000,2.0,0,1,24.3,1248,200.0,5.0,88.5,7,684044.4600000001,17,133
Mahindra Bolero 2011-2019 SLX,585000,50000,2.0,0,1,15.96,2523,195.0,7.0,62.1,9,536621.0850000002,16,22
Maruti Swift Dzire VDi,350000,52000,2.0,0,3,19.3,1248,190.0,5.0,73.9,12,224460.775,17,122
Hyundai i10 Era 1.1,131000,80000,3.0,0,3,19.81,1086,99.04,5.0,68.05,14,97277.58700000001,9,147
Honda Amaze VX i-DTEC,450000,85000,2.0,0,1,25.8,1498,200.0,5.0,98.6,8,424579.3200000001,8,11
Maruti Vitara Brezza ZDi Plus,750000,83000,2.0,0,1,24.3,1248,200.0,5.0,88.5,8,707632.2000000001,17,133
Maruti Alto 800 LXI,200000,50000,3.0,0,1,22.74,796,69.0,5.0,47.3,11,200000.0,17,10
Mahindra Bolero 2011-2019 SLE,500000,100000,2.0,0,1,15.96,2523,195.0,7.0,62.1,10,412785.4500000001,16,22
Maruti Alto LXi,128000,19000,3.0,0,1,19.7,796,62.0,5.0,46.3,16,108292.09600000003,17,10
Mahindra Bolero 2011-2019 SLX,650000,65000,2.0,0,2,15.96,2523,195.0,7.0,62.1,10,512229.2175000001,16,22
Honda City E,560000,40000,3.0,0,2,16.8,1497,146.0,5.0,116.3,12,540724.8000000002,8,32
Maruti Celerio VXI,400000,25000,3.0,0,1,23.1,998,90.0,5.0,67.04,8,400000.0,17,30
Maruti Alto K10 LXI,200000,29500,3.0,0,1,20.92,998,90.0,5.0,67.1,12,200000.0,17,10
Hyundai Verna VTVT 1.6 SX,950000,13887,3.0,0,1,17.0,1591,151.0,5.0,121.3,6,829939.0000000002,9,132
Maruti Alto 800 VXI,300000,50000,3.0,0,2,22.74,796,69.0,5.0,47.3,8,290727.36,17,10
Renault KWID RXL,315000,30000,3.0,0,2,25.17,799,72.0,5.0,53.3,8,305263.72800000006,21,77
Maruti Alto 800 LXI,220000,100000,3.0,0,1,22.74,796,69.0,5.0,47.3,12,189849.58080000005,17,10
Chevrolet Aveo 1.4 LS,130000,60000,3.0,0,2,14.49,1399,127.0,5.0,92.7,13,96026.93100000003,3,15
Hyundai i20 Sportz Option 1.4 CRDi,595000,60000,2.0,0,2,22.54,1396,219.7,5.0,88.73,8,535870.5660000001,9,148
Ford EcoSport 1.5 Petrol Ambiente BSIV,680000,13500,3.0,0,1,17.0,1497,150.0,5.0,121.36,7,680000.0,7,46
Maruti Baleno Delta 1.2,530000,30000,3.0,0,2,21.4,1197,115.0,5.0,83.1,7,530000.0,17,20
Tata Aria Pure LX 4x2,500000,90000,2.0,0,2,15.05,2179,320.0,7.0,147.9,10,394022.4750000001,23,13
Hyundai EON Magna Plus,325000,10000,3.0,0,1,21.1,814,74.5,5.0,55.2,6,325000.0,9,44
Maruti Baleno Delta 1.2,550000,10000,3.0,0,1,21.4,1197,115.0,5.0,83.1,6,550000.0,17,20
Maruti Ciaz 1.4 Alpha,720000,25000,3.0,0,1,20.73,1373,130.0,5.0,91.1,6,720000.0,17,31
Hyundai Verna VTVT 1.6 SX,950000,20000,3.0,0,1,17.0,1591,151.0,5.0,121.3,7,829939.0000000002,9,132
Hyundai Grand i10 1.2 Kappa Sportz Option,500000,40000,3.0,0,1,18.9,1197,113.75,5.0,81.86,6,500000.0,9,66
Maruti Swift Dzire VDi,380000,60000,2.0,0,1,19.3,1248,190.0,5.0,73.9,12,282179.26,17,122
Hyundai Verna VTVT 1.6 SX,900000,20000,3.0,0,1,17.0,1591,151.0,5.0,121.3,7,786258.0000000002,9,132
Maruti Alto 800 VXI,295000,35000,3.0,0,1,24.7,796,69.0,5.0,47.3,7,295000.0,17,10
Maruti Ciaz VDi Plus SHVS,640000,40000,2.0,0,1,28.09,1248,200.0,5.0,88.5,8,640000.0,17,31
Tata Nexon 1.5 Revotorq XZ Plus,790000,60000,2.0,0,1,21.5,1497,260.0,5.0,108.5,6,745372.5840000001,23,90
Hyundai Verna 1.6 VTVT S Option,625000,20000,3.0,0,1,17.01,1591,154.9,5.0,121.4,9,546012.5,9,132
Ford EcoSport 1.5 Petrol Trend BSIV,604000,30000,3.0,0,2,17.0,1497,150.0,5.0,121.36,7,583210.3200000002,7,46
Maruti Alto K10 VXI,315000,29000,3.0,0,1,23.95,998,90.0,5.0,67.05,9,315000.0,17,10
Maruti Wagon R VXI Plus Optional,400000,50000,3.0,0,1,20.51,998,90.0,5.0,67.04,7,400000.0,17,135
Hyundai i20 1.4 Magna AT,700000,42000,3.0,1,1,18.6,1368,132.3,5.0,98.63,6,700000.0,9,148
Maruti Dzire VXI,580000,70000,3.0,0,1,23.26,1197,113.0,5.0,88.5,4,580000.0,17,42
Hyundai Creta 1.6 SX Automatic,1350000,5000,3.0,1,1,14.8,1591,151.0,5.0,121.3,6,1229045.4,9,37
Skoda Rapid 1.6 MPI Ambition BSIV,725000,25000,3.0,0,1,15.41,1598,153.0,5.0,103.2,5,725000.0,22,103
Tata New Safari DICOR 2.2 EX 4x2,229999,140000,2.0,0,2,11.57,2179,320.0,7.0,138.1,13,154062.11788679255,23,89
Volkswagen Jetta 2.0L TDI Highline AT,550000,106000,2.0,1,2,16.96,1968,320.0,5.0,138.1,13,389852.92500000005,25,76
Chevrolet Aveo U-VA 1.2 LS,150000,60000,3.0,0,4,15.26,1150,110.0,5.0,74.9,16,105524.1,3,15
Maruti Omni E MPI STD BS IV,265000,40000,3.0,0,2,16.8,796,59.0,8.0,34.2,7,224708.02200000006,17,92
Maruti Alto 800 LXI,280000,80000,3.0,0,1,22.74,796,69.0,5.0,47.3,9,255840.07680000004,17,10
Chevrolet Sail 1.2 LS ABS,350000,50000,3.0,0,1,18.2,1199,108.5,5.0,82.4,9,350000.0,3,111
